Y,X1,X2
-3953,-3396,-557
-6023,-2523,-3500
870,3326,-2456
-4170,13,-4183
3414,1864,1550
1879,625,1254
-2172,2022,-4194
-2802,-914,-1888
4836,3263,1573
1410,3820,-2410
-2965,-4838,1873
-6351,-2254,-4097
3215,1396,1819
868,3031,-2163
-1479,3490,-4969
5145,2584,2561
-479,-2187,1708
-428,4391,-4819
-3126,-290,-2836
-7818,-3275,-4543
-3656,-3935,279
-1366,-4766,3400
1204,-625,1829
-3716,-2393,-1323
-4401,-1310,-3091
-250,-1688,1438
-527,-107,-420
2849,257,2592
-4649,-1063,-3586
1565,686,879
748,-2897,3645
8794,4721,4073
-3750,-4793,1043
3948,-806,4754
-1422,-3291,1869
-206,-59,-147
2226,-1884,4110
-1038,-1420,382
-2079,616,-2695
778,2049,-1271
-7809,-4091,-3718
-1958,-4875,2917
4633,3461,1172
-6640,-3254,-3386
-3561,-2189,-1372
5360,4760,600
7916,4199,3717
1856,1507,349
3241,1538,1703
6216,3269,2947
-2777,-4731,1954
387,4733,-4346
2059,3517,-1458
5960,4908,1052
1782,4905,-3123
3184,-1671,4855
-1440,-2303,863
-9314,-4858,-4456
2807,4425,-1618
-4395,-1314,-3081
4198,19,4179
-6363,-3643,-2720
2589,4011,-1422
-1840,476,-2316
7006,2132,4874
6920,2210,4710
-8254,-4355,-3899
2391,3578,-1187
-6730,-3396,-3334
-682,2682,-3364
-1994,-2085,91
479,3756,-3277
-47,-3931,3884
-1894,-4173,2279
-946,-2757,1811
-656,3052,-3708
3970,431,3539
-2947,-2103,-844
-2419,-1663,-756
2349,-762,3111
-4806,-3239,-1567
6072,4481,1591
5474,4719,755
-5158,-3720,-1438
-4845,-3071,-1774
2615,3244,-629
3652,-640,4292
8078,3260,4818
-159,-4285,4126
-174,-1386,1212
5745,819,4926
5175,2871,2304
2928,310,2618
6188,2961,3227
-1885,-2240,355
-371,477,-848
-13,-3895,3882
3879,-525,4404
-968,-754,-214
-6102,-3186,-2916
-219,2196,-2415
1144,-1655,2799
2999,2009,990
3570,420,3150
-891,796,-1687
-7485,-3196,-4289
-2035,-1289,-746
3909,3936,-27
7473,2737,4736
-3994,-3620,-374
-3756,-4707,951
351,2368,-2017
299,-1719,2018
-533,62,-595
-5422,-3044,-2378
318,-539,857
5410,2929,2481
-4870,-209,-4661
-5160,-999,-4161
2176,4187,-2011
-426,1666,-2092
-5481,-3713,-1768
-2297,942,-3239
6459,4169,2290
-393,-3342,2949
3774,62,3712
-360,3584,-3944
-1015,-2507,1492
-5294,-1136,-4158
-4498,421,-4919
-7865,-3098,-4767
5215,971,4244
-713,4258,-4971
8657,4437,4220
5817,1781,4036
5171,3547,1624
-5105,-2035,-3070
-5220,-3818,-1402
-6254,-3077,-3177
7081,3863,3218
-3519,64,-3583
415,-1902,2317
1307,-1703,3010
-4180,-463,-3717
8074,4515,3559
3278,-529,3807
2960,-1116,4076
5489,4785,704
3210,-1495,4705
4876,1820,3056
-4601,-4375,-226
-5097,-1004,-4093
-4170,-1463,-2707
-2011,1803,-3814
1922,-583,2505
-1561,-2256,695
-4672,-937,-3735
-9540,-4782,-4758
3482,381,3101
-1308,1237,-2545
-1450,-3823,2373
-5094,-1855,-3239
-5130,-1452,-3678
-106,4661,-4767
3216,4029,-813
-3941,-3248,-693
-589,-759,170
-2895,-978,-1917
1825,-2222,4047
-1839,85,-1924
4763,2907,1856
-529,-1775,1246
983,1014,-31
-1462,-4829,3367
-3213,-1387,-1826
8872,4216,4656
-308,-4726,4418
-991,-4550,3559
825,-3643,4468
3433,2598,835
2369,-1167,3536
-1028,3681,-4709
-9332,-4827,-4505
-499,-1078,579
-1350,-106,-1244
2750,4947,-2197
-7415,-2620,-4795
1335,-371,1706
60,4904,-4844
1125,1555,-430
-2224,-3357,1133
1765,-1784,3549
514,-4195,4709
-2947,1254,-4201
-2007,819,-2826
-3468,239,-3707
-2813,-3401,588
2248,4838,-2590
7077,2314,4763
-4671,-4836,165
247,3971,-3724
2138,3856,-1718
-7529,-4202,-3327
-229,164,-393
7121,2462,4659
-1039,1945,-2984
-6098,-1484,-4614
-5022,-2179,-2843
3646,1353,2293
3818,3897,-79
-2416,-2566,150
2786,-701,3487
4246,3367,879
-1952,1517,-3469
-1006,1628,-2634
620,-1192,1812
8361,3840,4521
1750,292,1458
-1624,-3309,1685
1607,-3216,4823
4377,664,3713
-1671,-2210,539
537,3808,-3271
-2174,194,-2368
-1097,-3615,2518
-4093,-38,-4055
4720,2144,2576
-1515,1726,-3241
113,-2033,2146
2715,4432,-1717
-6404,-1730,-4674
6673,2803,3870
1775,2479,-704
2865,1612,1253
1167,4888,-3721
-5010,-4533,-477
7910,4648,3262
-4444,96,-4540
2460,1749,711
-2548,-2249,-299
3208,313,2895
-6491,-3708,-2783
4366,198,4168
628,-3610,4238
-847,2569,-3416
-2890,202,-3092
-1939,-3257,1318
-1949,1837,-3786
7371,2894,4477
1654,-2986,4640
1485,-1736,3221
547,-1433,1980
-380,-4047,3667
-3377,-3207,-170
-395,1178,-1573
-323,-2176,1853
-2881,392,-3273
1946,3918,-1972
882,-1215,2097
-208,-3162,2954
-5216,-700,-4516
6069,1302,4767
-2593,-1464,-1129
3922,4228,-306
-5131,-216,-4915
5378,3933,1445
1383,-2025,3408
-8719,-4304,-4415
-608,1548,-2156
4679,3621,1058
3801,3998,-197
-2764,-4789,2025
-2465,-4415,1950
-6927,-2339,-4588
1057,-2737,3794
1955,4165,-2210
-762,-2634,1872
5076,3803,1273
-8430,-4682,-3748
6733,4072,2661
-4477,-1833,-2644
-6638,-1810,-4828
3386,1800,1586
-4397,-788,-3609
-1799,-4273,2474
1793,1362,431
2792,-975,3767
73,2713,-2640
718,1593,-875
-1376,3227,-4603
-8032,-3252,-4780
2749,3775,-1026
-3225,-84,-3141
5259,3155,2104
-2577,-1745,-832
196,-1817,2013
3762,2437,1325
-3750,-2214,-1536
-8189,-4315,-3874
-942,2659,-3601
-563,-1533,970
-4350,-2471,-1879
-1083,-2654,1571
661,221,440
1681,4283,-2602
5522,3333,2189
1466,-1633,3099
3000,-89,3089
9588,4867,4721
773,-3077,3850
2521,2923,-402
962,3683,-2721
-1163,1655,-2818
-2476,194,-2670
-1240,-1005,-235
6714,3018,3696
-5564,-3723,-1841
-1393,-2067,674
-343,4175,-4518
-2651,-4437,1786
8271,4369,3902
6493,4215,2278
-2380,2018,-4398
5505,4082,1423
-2432,239,-2671
-5798,-4035,-1763
-7900,-4658,-3242
436,2507,-2071
-412,855,-1267
4100,-865,4965
-124,820,-944
596,952,-356
-4565,-4158,-407
2948,987,1961
-1513,-893,-620
7324,3086,4238
-516,1210,-1726
8399,4685,3714
6067,3723,2344
2022,3470,-1448
6195,4338,1857
401,-3848,4249
2923,1411,1512
6148,3526,2622
-1579,-1482,-97
6470,2007,4463
-188,-2729,2541
-8115,-4820,-3295
8774,3973,4801
-4123,770,-4893
3375,-143,3518
446,3639,-3193
2939,-270,3209
-269,-1461,1192
614,-2573,3187
-5504,-3657,-1847
-3489,-3915,426
-8454,-3958,-4496
-3479,-3079,-400
9115,4742,4373
800,4001,-3201
-3250,-658,-2592
4079,3899,180
642,-1261,1903
3862,4296,-434
2363,3402,-1039
879,2732,-1853
-2960,-3366,406
4217,2699,1518
-208,-2853,2645
6446,2133,4313
1731,-767,2498
7829,3201,4628
2289,4685,-2396
3881,3040,841
-2766,-853,-1913
-307,-164,-143
-2394,-1596,-798
3214,4178,-964
6491,4370,2121
-3745,-1647,-2098
-1352,191,-1543
4378,4499,-121
-821,-3564,2743
583,4445,-3862
6730,2178,4552
2475,641,1834
-765,-3836,3071
-5390,-1680,-3710
-1502,3128,-4630
2727,2885,-158
1397,-2755,4152
-6349,-3450,-2899
2634,1110,1524
6514,1856,4658
3188,1490,1698
-4026,-778,-3248
-4241,-3582,-659
-6118,-2952,-3166
389,2359,-1970
1073,4281,-3208
5444,3231,2213
-2703,-76,-2627
-993,-1793,800
-867,-130,-737
-4922,-4410,-512
3902,1511,2391
-986,1765,-2751
-1985,1215,-3200
-4370,37,-4407
-410,3089,-3499
5138,4672,466
3998,3598,400
-4287,-2196,-2091
-3151,-4202,1051
-626,2851,-3477
4715,3861,854
-2748,1892,-4640
1934,1372,562
-1640,-1914,274
-5204,-963,-4241
-1130,597,-1727
-4322,-3340,-982
6306,2779,3527
-4659,-2709,-1950
-2153,2539,-4692
-4933,-3934,-999
-340,-1866,1526
2929,-281,3210
-2737,-4247,1510
-510,-2581,2071
5348,3955,1393
-5934,-1873,-4061
-3899,-1405,-2494
-9461,-4716,-4745
-5733,-1149,-4584
-433,-4203,3770
-1193,1633,-2826
3074,3361,-287
3151,-1503,4654
2872,947,1925
1747,-2249,3996
-6546,-4579,-1967
2753,-1880,4633
-2831,-943,-1888
5585,902,4683
6069,4166,1903
-1638,-4493,2855
-3162,-3008,-154
6033,2917,3116
4415,714,3701
-3481,-4538,1057
-1264,1913,-3177
-213,-3353,3140
-7494,-2760,-4734
-3444,-161,-3283
1245,-2043,3288
-9633,-4681,-4952
-5977,-4527,-1450
1544,-421,1965
-1299,-1497,198
3812,1241,2571
-5840,-4983,-857
-1022,-126,-896
655,342,313
-4380,7,-4387
-1111,-2127,1016
3809,2630,1179
-3616,-3441,-175
4488,1509,2979
-167,4754,-4921
-5101,-2128,-2973
4066,3145,921
2133,2313,-180
1285,-2739,4024
-3385,750,-4135
717,-1099,1816
37,-4465,4502
6798,4825,1973
1855,2298,-443
-6523,-3209,-3314
-4487,-2748,-1739
424,-2527,2951
4874,2739,2135
2620,695,1925
1526,-709,2235
-5073,-4110,-963
5738,4108,1630
-6034,-4335,-1699
1855,-1538,3393
5065,4433,632
4133,1374,2759
4745,2958,1787
-5198,-4511,-687
-1795,-3635,1840
-1973,-3115,1142
-3672,715,-4387
-2085,-2349,264
-1062,242,-1304
4877,2303,2574
-445,-3224,2779
-6983,-2889,-4094
1308,2725,-1417
-517,4254,-4771
-6357,-4916,-1441
1343,829,514
-5107,-3076,-2031
4953,2670,2283
-6134,-4804,-1330
2811,93,2718
-2158,2347,-4505
4725,2473,2252
1296,-1421,2717
-1213,-1187,-26
8040,4396,3644
-2593,152,-2745
3752,2570,1182
124,-3354,3478
399,2997,-2598
-2152,-4990,2838
-2685,-1601,-1084
6036,1888,4148
2172,519,1653
3391,2985,406
-2740,-3783,1043
9118,4476,4642
-6555,-4611,-1944
3427,4623,-1196
-2639,307,-2946
-7689,-3408,-4281
97,-3352,3449
8031,4607,3424
-3797,644,-4441
2266,-1732,3998
8764,4936,3828
5202,3495,1707
1110,-940,2050
-1329,-643,-686
-1861,-4276,2415
-479,-2009,1530
8468,4299,4169
-280,2780,-3060
-1220,-1850,630
-1687,-594,-1093
-4569,-3271,-1298
2959,4015,-1056
-2050,-4669,2619
-8486,-3710,-4776
-2106,-3729,1623
-6574,-2232,-4342
-2731,-4123,1392
-3604,-2564,-1040
-171,2817,-2988
4668,2050,2618
-2269,1061,-3330
-312,4078,-4390
2995,2113,882
3484,4752,-1268
6540,3532,3008
-1149,2373,-3522
3965,2633,1332
2123,864,1259
6812,4025,2787
6673,3536,3137
1333,-2874,4207
862,1975,-1113
-7609,-4395,-3214
2248,-1066,3314
5779,3062,2717
3743,-655,4398
1799,4156,-2357
-2714,-2641,-73
-5888,-2804,-3084
2892,-1455,4347
637,-738,1375
-2095,-4360,2265
7716,3944,3772
3367,1338,2029
908,3407,-2499
-9169,-4852,-4317
-4108,-685,-3423
-1382,-290,-1092
-7925,-4160,-3765
-7121,-3426,-3695
-927,2141,-3068
2151,3957,-1806
1562,-2601,4163
5429,510,4919
8492,4748,3744
-199,2439,-2638
1581,2483,-902
-6914,-3326,-3588
-683,-4402,3719
-1786,-2431,645
2467,2825,-358
-953,-2495,1542
-25,-519,494
1261,2451,-1190
2897,4990,-2093
1483,192,1291
-1213,-4032,2819
-6794,-3074,-3720
-61,-4722,4661
-2540,1171,-3711
-3495,-3992,497
1025,3168,-2143
4296,-124,4420
4685,4481,204
3571,3447,124
-2471,-4629,2158
9012,4842,4170
4531,2662,1869
5395,4330,1065
1900,3307,-1407
-425,-2717,2292
-8419,-4222,-4197
1044,105,939
1415,4833,-3418
1198,32,1166
2272,-712,2984
2462,2196,266
-418,2353,-2771
4380,3591,789
4717,195,4522
5133,4432,701
-782,2636,-3418
4496,1425,3071
4131,1005,3126
2185,-1571,3756
-8397,-3677,-4720
405,-4026,4431
-2805,694,-3499
7457,4127,3330
-2018,2559,-4577
7812,3069,4743
9124,4501,4623
-1727,-352,-1375
4207,2114,2093
-6135,-2898,-3237
1355,-283,1638
6159,1494,4665
4928,2223,2705
-2704,-412,-2292
-19,-2926,2907
-4122,-4439,317
365,226,139
-3224,-4337,1113
1486,1424,62
-2128,875,-3003
269,-2110,2379
4028,1436,2592
555,2695,-2140
55,2663,-2608
-2575,-4602,2027
-6317,-2421,-3896
7144,3326,3818
2114,-600,2714
1547,-1297,2844
-2704,-519,-2185
-1270,-1567,297
4866,1680,3186
1392,-2626,4018
-4205,-2754,-1451
8065,4659,3406
3054,1492,1562
1364,-1264,2628
367,2022,-1655
1863,139,1724
-2013,-743,-1270
-3076,-2745,-331
2184,-1213,3397
4034,4471,-437
1896,4101,-2205
-1666,3065,-4731
-5375,-4191,-1184
-2043,-2946,903
2064,1797,267
5703,3915,1788
-881,-1862,981
-1015,-2109,1094
2025,1826,199
3735,-451,4186
4639,1735,2904
1541,1224,317
1036,4891,-3855
-3048,1446,-4494
-99,889,-988
-2325,809,-3134
6783,2070,4713
1984,3339,-1355
-6299,-1533,-4766
648,-76,724
-1577,-1287,-290
2271,-710,2981
4929,1542,3387
-4605,-3910,-695
4634,1921,2713
-8000,-3091,-4909
-5415,-4715,-700
-2541,681,-3222
-2817,-4921,2104
-2562,-653,-1909
-1311,3317,-4628
3988,1125,2863
-1918,2333,-4251
-4100,412,-4512
-6286,-4784,-1502
-4190,-2578,-1612
3942,3348,594
652,630,22
4182,4480,-298
3235,3308,-73
5447,2016,3431
1028,-2102,3130
196,4144,-3948
-377,-4403,4026
4339,2431,1908
949,3338,-2389
-8348,-4893,-3455
6147,1312,4835
6493,4087,2406
-244,2620,-2864
935,-1965,2900
5801,2635,3166
-2228,-495,-1733
2460,1340,1120
3331,1671,1660
-6286,-1403,-4883
-3282,3,-3285
4495,1671,2824
-6688,-4523,-2165
5490,1380,4110
-4295,689,-4984
-2222,-4765,2543
-4032,568,-4600
-1971,2925,-4896
3902,107,3795
-595,-3365,2770
-8533,-4591,-3942
1848,-347,2195
1518,4328,-2810
6514,2107,4407
1573,-2907,4480
4199,4973,-774
-2930,-345,-2585
-4874,-873,-4001
2995,115,2880
4924,3789,1135
2175,4474,-2299
-1194,-3591,2397
-190,1909,-2099
3500,4375,-875
-887,24,-911
535,-4193,4728
721,4478,-3757
-2764,-3039,275
1862,964,898
-428,525,-953
-9114,-4671,-4443
-8068,-3936,-4132
1766,1802,-36
3901,2888,1013
1817,4690,-2873
-3819,-3090,-729
-2414,1626,-4040
-1189,-4349,3160
591,310,281
5955,2684,3271
-6206,-3664,-2542
-4899,-4801,-98
-1827,-861,-966
-6731,-4970,-1761
3867,4649,-782
3964,2248,1716
1390,1039,351
-1975,-211,-1764
1205,3565,-2360
-6315,-3478,-2837
-389,1939,-2328
599,3283,-2684
9604,4751,4853
1187,-3813,5000
2041,4925,-2884
715,4451,-3736
-5622,-1869,-3753
-4445,-3310,-1135
-8610,-4599,-4011
1291,-1446,2737
5622,3336,2286
398,-4070,4468
-5886,-1822,-4064
1403,3662,-2259
-2551,-4640,2089
7013,3161,3852
-5471,-4908,-563
-4233,-2553,-1680
5907,1279,4628
782,-1859,2641
-562,3840,-4402
-5888,-1204,-4684
-1051,2340,-3391
-3585,-3188,-397
4884,1813,3071
-803,-3317,2514
261,2438,-2177
7714,3928,3786
-2407,-1835,-572
401,3120,-2719
-1865,-448,-1417
-2352,989,-3341
-1130,224,-1354
3913,478,3435
6229,2594,3635
6055,2720,3335
2934,-1802,4736
683,497,186
-5232,-3226,-2006
-7181,-2686,-4495
5362,3682,1680
3401,-425,3826
2335,703,1632
454,-1878,2332
2805,4369,-1564
-2192,-593,-1599
-1475,-2339,864
2260,-1664,3924
5595,680,4915
-1913,-3309,1396
-1143,-588,-555
3344,1426,1918
8468,4045,4423
-2363,-260,-2103
5129,4932,197
-1674,-1378,-296
454,4572,-4118
8027,4799,3228
-6120,-3418,-2702
-5225,-1908,-3317
-2382,-2783,401
8849,4125,4724
906,1561,-655
8270,3935,4335
-2067,2522,-4589
2094,929,1165
1127,4896,-3769
6325,3745,2580
2667,1979,688
-1231,-2172,941
-3244,-665,-2579
6921,2519,4402
-388,3575,-3963
7238,4335,2903
-4059,-2209,-1850
5007,1901,3106
-6074,-3493,-2581
-19,-3337,3318
-3654,-3043,-611
-2703,-4963,2260
3583,4650,-1067
3789,2429,1360
4614,7,4607
-4448,-2973,-1475
2691,1791,900
-7469,-3167,-4302
-5897,-1597,-4300
-5292,-4002,-1290
-322,3410,-3732
5466,3766,1700
-448,-279,-169
-3329,-4216,887
7698,4726,2972
-4463,-3861,-602
3433,3809,-376
-5183,-3001,-2182
-4823,-3546,-1277
5907,2536,3371
-8797,-4624,-4173
2799,3813,-1014
-1031,-4149,3118
-1221,-4601,3380
-5876,-3267,-2609
2049,1514,535
-7644,-4338,-3306
-866,-2077,1211
-3151,-4867,1716
1479,-994,2473
2716,-1175,3891
2294,3058,-764
6825,3522,3303
4650,4810,-160
-3682,-3595,-87
-2925,-3446,521
-8092,-4294,-3798
-774,332,-1106
-693,-4391,3698
-1554,1124,-2678
-1691,-4178,2487
1058,4174,-3116
-556,-2160,1604
-1798,1128,-2926
2903,4748,-1845
2408,4494,-2086
-4711,-4018,-693
5178,2984,2194
5369,2611,2758
2504,2466,38
-2739,-3753,1014
5949,2416,3533
2481,4895,-2414
660,4614,-3954
-2216,2486,-4702
3540,3669,-129
1981,1300,681
-4390,191,-4581
-2624,-338,-2286
2105,-412,2517
-691,-709,18
-762,-4849,4087
-1263,861,-2124
6408,2177,4231
-911,1055,-1966
-5937,-3637,-2300
2995,3232,-237
8704,3808,4896
-2925,-1991,-934
-5250,-2259,-2991
-2595,122,-2717
-5029,-228,-4801
-2075,-218,-1857
-3264,-1933,-1331
-4408,-3698,-710
5620,2756,2864
-243,-3093,2850
5533,558,4975
-6908,-2397,-4511
2456,-236,2692
-938,2714,-3652
876,-3483,4359
2995,3653,-658
8788,3928,4860
4022,-854,4876
1632,-2678,4310
-5746,-3043,-2703
7685,4300,3385
-3234,1478,-4712
-4339,-2977,-1362
-45,-2879,2834
3723,497,3226
-4443,-4617,174
7594,4800,2794
1937,1371,566
-599,-4537,3938
-1373,-4508,3135
1664,-746,2410
1025,-3689,4714
-1234,-3247,2013
-3797,-183,-3614
676,455,221
-5040,-559,-4481
158,-3212,3370
-3933,-453,-3480
5790,3453,2337
-4473,-2892,-1581
-372,-3125,2753
-4080,57,-4137
-1246,-2357,1111
5274,4512,762
5811,897,4914
-4627,-1672,-2955
-618,-3646,3028
-6664,-3374,-3290
256,246,10
-5648,-1467,-4181
-1209,2493,-3702
-8277,-4896,-3381
1362,4367,-3005
-2826,-4811,1985
-1649,2094,-3743
-3847,-1151,-2696
-2408,-343,-2065
-108,1470,-1578
-2498,-1140,-1358
2945,4329,-1384
-7615,-3069,-4546
5012,3051,1961
-5610,-1614,-3996
-3969,-3785,-184
-5327,-3230,-2097
6345,4296,2049
-4843,-2307,-2536
-350,-4371,4021
1253,-2621,3874
-446,65,-511
1042,-378,1420
5683,4726,957
-1704,871,-2575
6445,4425,2020
-3777,-500,-3277
3184,512,2672
8550,4008,4542
-1093,3043,-4136
4365,818,3547
-640,-2718,2078
-1384,-4040,2656
3144,2186,958
-5950,-3433,-2517
-997,3851,-4848
-5211,-4141,-1070
2499,-573,3072
-7586,-3786,-3800
2664,4711,-2047
-2241,1003,-3244
-3763,-4751,988
1673,352,1321
9336,4528,4808
-5309,-420,-4889
-3908,-4246,338
-189,-1277,1088
-2294,-1693,-601
7300,2977,4323
-6059,-1304,-4755
3671,3228,443
-1969,-433,-1536
-5041,-4114,-927
247,3285,-3038
-1784,-1781,-3
1343,630,713
-7511,-2804,-4707
6783,2563,4220
373,-2058,2431
-3784,-1241,-2543
-82,661,-743
4656,3341,1315
-4001,-2602,-1399
-1784,-811,-973
148,-837,985
-6077,-3582,-2495
4737,3882,855
923,2429,-1506
-6289,-4139,-2150
466,-4446,4912
4217,4508,-291
6746,2048,4698
5724,4557,1167
3778,2361,1417
3468,561,2907
608,181,427
-1020,912,-1932
-7637,-4712,-2925
2369,1368,1001
4177,341,3836
3958,232,3726
-295,-1675,1380
-1661,-314,-1347
6363,2324,4039
5393,552,4841
-2165,-2954,789
-2095,1593,-3688
1942,-2147,4089
-4821,-4320,-501
5574,1633,3941
-2799,97,-2896
-3867,32,-3899
657,1271,-614
-947,-4122,3175
1916,4155,-2239
7391,3300,4091
3700,-1293,4993
3395,4005,-610
-1373,2753,-4126
-1836,1460,-3296
3213,868,2345
2264,4141,-1877
-2359,-3074,715
16,4878,-4862
5446,1329,4117
-2248,-1793,-455
-4084,-1119,-2965
-2615,-4065,1450
4757,3430,1327
-468,3516,-3984
-3357,1061,-4418
-661,-3461,2800
5648,4912,736
-5402,-3292,-2110
-3776,702,-4478
-1252,548,-1800
2836,4411,-1575
4043,-634,4677
-1712,-4344,2632
-5015,-4791,-224
2129,3565,-1436
2921,-371,3292
-6622,-2736,-3886
-1467,461,-1928
3399,3801,-402
1546,4588,-3042
82,-394,476
-4070,-1574,-2496
331,-359,690
1349,-1981,3330
-5702,-1655,-4047
4625,4888,-263
144,688,-544
6372,3617,2755
-165,2156,-2321
-3612,-1325,-2287
-3937,-2442,-1495
2238,-726,2964
-2585,1957,-4542
-605,-1831,1226
-6835,-4187,-2648
-450,-1237,787
583,1369,-786
-1556,921,-2477
-1292,1594,-2886
1776,-16,1792
4015,1762,2253
1361,3552,-2191
1086,-889,1975
-945,-3449,2504
332,1888,-1556
-6812,-4081,-2731
-948,-1566,618
2897,3388,-491
447,1403,-956
-2022,-2849,827
1497,-1446,2943
-1244,-2005,761
-3049,-3974,925
-4426,-4184,-242
-2745,-2778,33
196,4659,-4463
-903,727,-1630
8488,4711,3777
-6153,-4818,-1335
-4815,-984,-3831
4925,194,4731
9325,4363,4962
3450,2686,764
-2393,-893,-1500
-4454,-2016,-2438
-3009,-1734,-1275
3293,809,2484
6214,2091,4123
-1624,-1184,-440
868,-1786,2654
1637,2846,-1209
1650,2656,-1006
523,-2201,2724
4326,3960,366
-3951,-1303,-2648
-451,2401,-2852
8493,4068,4425
-1308,1345,-2653
-4269,-3134,-1135
-6194,-1246,-4948
2891,2485,406
599,3066,-2467
-851,16,-867
8251,3701,4550
3689,2542,1147
-7024,-2050,-4974
228,-4432,4660
-545,538,-1083
1072,-3270,4342
2706,2114,592
4196,91,4105
1815,-3143,4958
5051,4083,968
-5728,-1402,-4326
-2640,-3488,848
-3614,-4530,916
-4544,-3111,-1433
-6014,-3137,-2877
-6768,-3173,-3595
-1918,-2125,207
-3592,-4380,788
9350,4658,4692
-4238,-1638,-2600
-500,-4662,4162
-4450,37,-4487
-6362,-4475,-1887
-3834,-1768,-2066
4064,4115,-51
2754,1886,868
905,4050,-3145
6243,3568,2675
4790,4498,292
-1760,-1025,-735
-1428,1904,-3332
-1347,-1731,384
-4757,-4555,-202
4759,3771,988
141,-3676,3817
-4704,-1689,-3015
-2593,422,-3015
-1584,926,-2510
859,-2432,3291
-2705,-4696,1991
-4020,-4523,503
-1867,610,-2477
-2630,1406,-4036
8318,3508,4810
4043,1076,2967
-6119,-3043,-3076
-809,-487,-322
-2554,2134,-4688
2775,2297,478
-3006,-415,-2591
-3914,-4370,456
-7731,-4871,-2860
659,930,-271
-4860,-27,-4833
3355,4153,-798
-8134,-3211,-4923
1795,-1574,3369
-1831,-3921,2090
-6815,-4455,-2360
-6333,-2944,-3389
2706,-1070,3776
5624,2821,2803
-4242,-4215,-27
3285,-1379,4664
-5556,-3748,-1808
-7818,-3549,-4269
239,-3874,4113
1443,2154,-711
-5586,-2762,-2824
-9027,-4380,-4647
-939,-1112,173
1564,1802,-238
-3190,946,-4136
-4060,-3310,-750
-7694,-4607,-3087
-1420,2392,-3812
-5978,-3286,-2692
688,1959,-1271
1774,560,1214
-6268,-2439,-3829
-3962,-1487,-2475
-555,1341,-1896
-5204,-2673,-2531
1949,2581,-632
-3166,-2118,-1048
3455,939,2516
-912,1729,-2641
3517,-306,3823
739,4381,-3642
8303,3448,4855
-2389,-3771,1382
6918,4322,2596
-8104,-3199,-4905
6152,2148,4004
195,-880,1075
-1397,-1978,581
6437,3018,3419
1325,-3432,4757
7363,3334,4029
-3691,-2988,-703
-4973,-3362,-1611
-4673,-4501,-172
547,-1691,2238
4979,861,4118
-1835,449,-2284
-4212,576,-4788
-99,4040,-4139
-3146,-1404,-1742
-1528,-4174,2646
823,648,175
-3213,-3410,197
-4801,-3201,-1600
-2282,2595,-4877
-2020,1958,-3978
-3875,-414,-3461
5433,3319,2114
6220,4208,2012
-3029,-2432,-597
225,704,-479
6472,4426,2046
-868,33,-901
-7340,-3752,-3588
-5166,-509,-4657
5163,552,4611
912,-1751,2663
-6531,-1551,-4980
-4277,-2267,-2010
6829,4905,1924
2433,-170,2603
1624,-2223,3847
-1212,-938,-274
2436,-2500,4936
-6789,-4851,-1938
-1272,-3219,1947
-3621,-2946,-675
-5006,-2503,-2503
-2327,1914,-4241
-2358,-4566,2208
-4767,-3235,-1532
-2464,-2708,244
-883,2023,-2906
-462,2688,-3150
-2739,-1842,-897
3885,2014,1871
-7132,-4680,-2452
-4820,-1095,-3725
2938,2835,103
-3905,698,-4603
-2192,-2312,120
-5776,-3979,-1797
4064,778,3286
-5333,-4576,-757
1961,1430,531
1942,2099,-157
275,-3481,3756
4861,3569,1292
-2374,-683,-1691
1800,4055,-2255
3999,-581,4580
-1662,2521,-4183
-1940,1437,-3377
5441,633,4808
-1961,1508,-3469
4813,4479,334
1483,4651,-3168
-4483,-3513,-970
3980,4071,-91
5799,953,4846
8573,4730,3843
-2534,-4558,2024
466,-1630,2096
3208,908,2300
688,14,674
2438,1016,1422
-4399,-3832,-567
4218,2665,1553
5567,2589,2978
-1121,3188,-4309
1411,-1248,2659
4601,3325,1276
-4750,-3863,-887
-1437,-2292,855
7101,3909,3192
-2993,1535,-4528
6337,3947,2390
-4503,-761,-3742
1968,2287,-319
-5789,-2964,-2825
-1884,3064,-4948
1406,3477,-2071
3722,-782,4504
1893,4186,-2293
-3174,309,-3483
1982,873,1109
-675,-2866,2191
1238,-568,1806
-6922,-3628,-3294
3614,-973,4587
4634,3629,1005
-1792,-89,-1703
2785,-664,3449
-9404,-4503,-4901
-5033,-1102,-3931
-5464,-4307,-1157
-5857,-2314,-3543
2927,1305,1622
-2889,1424,-4313
-5620,-1286,-4334
5806,1081,4725
2051,1446,605
-5709,-848,-4861
-466,-3354,2888
-3883,-2417,-1466
1401,-2470,3871
4502,2103,2399
4807,654,4153
1536,1095,441
7451,3608,3843
2287,147,2140
1652,4455,-2803
7875,4965,2910
3510,3889,-379
-6401,-3287,-3114
-921,-4931,4010
1307,-281,1588
4330,2670,1660
2164,3918,-1754
2026,-1443,3469
1354,-55,1409
-5293,-4421,-872
9278,4541,4737
4370,1779,2591
-2672,-915,-1757
4520,3416,1104
-9021,-4142,-4879
-592,-3368,2776
-2223,-2512,289
-217,2993,-3210
-8033,-4960,-3073
-1582,-2503,921
5954,4472,1482
5381,1694,3687
5918,3793,2125
3550,4171,-621
-688,-967,279
2047,1178,869
8029,3641,4388
-3645,-2064,-1581
4612,3860,752
